Région;Ancienne région;Département;Zone d'emploi;EPCI;Nom commune;Commune;Grand secteur d'activité;Secteur NA17;Secteur NA38;Secteur NA88;APE;Code région;Code ancienne région;Code département;Code zone d'emploi;Code EPCI;Code commune;Code APE;Nombre d'établissements 2006;Effectifs salariés 2006;Nombre d'établissements 2007;Effectifs salariés 2007;Nombre d'établissements 2008;Effectifs salariés 2008;Nombre d'établissements 2009;Effectifs salariés 2009;Nombre d'établissements 2010;Effectifs salariés 2010;Nombre d'établissements 2011;Effectifs salariés 2011;Nombre d'établissements 2012;Effectifs salariés 2012;Nombre d'établissements 2013;Effectifs salariés 2013;Nombre d'établissements 2014;Effectifs salariés 2014;Nombre d'établissements 2015;Effectifs salariés 2015;Nombre d'établissements 2016;Effectifs salariés 2016;Nombre d'établissements 2017;Effectifs salariés 2017;Nombre d'établissements 2018;Effectifs salariés 2018;Nombre d'établissements 2019;Effectifs salariés 2019;Nombre d'établissements 2020;Effectifs salariés 2020;Nombre d'établissements 2021;Effectifs salariés 2021;Nombre d'établissements 2022;Effectifs salariés 2022
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Le Houlme;76366 Le Houlme;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;90 Activités créatives, artistiques et de spectacle;9001Z Arts du spectacle vivant;28;23;76;2815;200023414;76366;9001Z;1;1;1;1;;;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Le Houlme;76366 Le Houlme;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;93 Activités sportives, récréatives et de loisirs;9312Z Activités de clubs de sports;28;23;76;2815;200023414;76366;9312Z;2;0;2;0;3;2;4;3;4;4;3;3;2;2;2;2;1;2;1;3;1;3;1;1;1;1;1;1;1;1;1;2;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Le Houlme;76366 Le Houlme;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;94 Activités des organisations associatives;9499Z Autres organisations fonctionnant par adhésion volontaire;28;23;76;2815;200023414;76366;9499Z;1;37;1;35;1;38;1;38;1;36;1;41;1;40;1;38;1;44;1;42;2;45;2;53;2;52;2;50;2;43;2;49;2;53
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Le Houlme;76366 Le Houlme;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;95 Réparation d'ordinateurs et de biens personnels et domestiques;9529Z Réparation d'autres biens personnels et domestiques;28;23;76;2815;200023414;76366;9529Z;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS2 Construction;FZ Construction;FZ Construction;41 Construction de bâtiments;4120A Construction de maisons individuelles;28;23;76;2815;200023414;76367;4120A;;;;;;;1;2;1;9;1;4;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS2 Construction;FZ Construction;FZ Construction;41 Construction de bâtiments;4120B Construction d'autres bâtiments;28;23;76;2815;200023414;76367;4120B;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;3;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4321A Travaux d'installation électrique dans tous locaux;28;23;76;2815;200023414;76367;4321A;1;18;1;17;1;16;1;16;1;10;1;12;1;11;1;10;1;12;1;12;1;10;1;13;1;12;1;9;1;7;2;6;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4332B Travaux de menuiserie métallique et serrurerie;28;23;76;2815;200023414;76367;4332B;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;5;1;7;1;8;1;11
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4333Z Travaux de revêtement des sols et des murs;28;23;76;2815;200023414;76367;4333Z;1;3;1;3;1;3;1;3;1;3;1;3;1;3;1;2;1;4;1;3;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4399C Travaux de maçonnerie générale et gros oeuvre de bâtiment;28;23;76;2815;200023414;76367;4399C;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;1;1;1;1;2;1;2;1;2;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4711B Commerce d'alimentation générale;28;23;76;2815;200023414;76367;4711B;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4773Z Commerce de détail produits pharmaceutiques (magasin spécialisé);28;23;76;2815;200023414;76367;4773Z;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;5;1;4;1;4;1;4;1;4;1;3;1;3;1;3;1;3;1;3
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;49 Transports terrestres et transport par conduites;4932Z Transports de voyageurs par taxis;28;23;76;2815;200023414;76367;4932Z;;;;;;;;;;;;;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5630Z Débits de boissons;28;23;76;2815;200023414;76367;5630Z;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6831Z Agences immobilières;28;23;76;2815;200023414;76367;6831Z;1;2;1;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;"71 Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";7112B Ingénierie, études techniques;28;23;76;2815;200023414;76367;7112B;;;1;5;1;5;1;5;1;5;1;4;1;5;1;4;1;4;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MC autres activités scientifiques et techniques;74 autres activités spécialisées, scientifiques et techniques;7490B Activités spécialisées, scientifiques et techniques diverses;28;23;76;2815;200023414;76367;7490B;;;;;;;;;;;;;;;;;;;;;1;1;1;3;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8623Z Pratique dentaire;28;23;76;2815;200023414;76367;8623Z;1;2;1;2;1;3;1;3;1;3;1;3;1;3;1;3;1;4;1;3;1;3;1;3;1;3;1;3;1;2;1;2;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;93 Activités sportives, récréatives et de loisirs;9329Z Autres activités récréatives et de loisirs;28;23;76;2815;200023414;76367;9329Z;1;4;1;4;1;3;1;5;1;0;1;1;2;3;2;3;2;5;2;6;1;3;1;5;1;2;1;1;;;1;1;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Houppeville;76367 Houppeville;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;94 Activités des organisations associatives;9499Z Autres organisations fonctionnant par adhésion volontaire;28;23;76;2815;200023414;76367;9499Z;3;7;3;9;3;11;3;11;3;13;3;5;3;5;3;4;4;7;4;7;3;8;2;3;2;8;2;9;2;2;2;10;2;8
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;La Houssaye-Béranger;76369 La Houssaye-Béranger;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4322B Travaux d'installation équipements thermiques et climatisation;28;23;76;2815;200070449;76369;4322B;;;1;2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;La Houssaye-Béranger;76369 La Houssaye-Béranger;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4391B Travaux de couverture par éléments;28;23;76;2815;200070449;76369;4391B;;;1;2;1;2;1;0;1;1;1;2;1;2;1;2;1;1;1;1;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;La Houssaye-Béranger;76369 La Houssaye-Béranger;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8230Z Organisation de foires, salons professionnels et congrès;28;23;76;2815;200070449;76369;8230Z;;;;;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;;;1;1;1;1;1;1;;;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Plateau de Caux-Doudeville-Yerville;Hugleville-en-Caux;76370 Hugleville-en-Caux;GS1 Industrie;C5 autres produits industriels;"CM Industrie du meuble et diverses ; réparation et installation de machines";33 Réparation et installation de machines et d'équipements;3319Z Réparation d'autres équipements;28;23;76;2815;200069847;76370;3319Z;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Plateau de Caux-Doudeville-Yerville;Hugleville-en-Caux;76370 Hugleville-en-Caux;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4331Z Travaux de plâtrerie;28;23;76;2815;200069847;76370;4331Z;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS1 Industrie;C5 autres produits industriels;CC Bois et papier;18 Imprimerie et reproduction d'enregistrements;1812Z Autre imprimerie (labeur);28;23;76;2815;200023414;76377;1812Z;2;32;2;8;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS1 Industrie;C5 autres produits industriels;CF Industrie pharmaceutique;21 Industrie pharmaceutique;2120Z Fabrication de préparations pharmaceutiques;28;23;76;2815;200023414;76377;2120Z;;;;;1;42;1;46;1;53;1;51;1;48;1;45;1;44;1;44;1;43;1;43;1;41;1;40;1;39;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS1 Industrie;C5 autres produits industriels;CH Métallurgie et fabrication de produits métalliques;25 Fabrication de produits métalliques, à l'exception des machines et des équipements;"2550A Forge, estampage, matriçage; métallurgie des poudres";28;23;76;2815;200023414;76377;2550A;1;6;1;8;1;6;1;7;1;6;1;7;1;6;1;6;1;5;1;6;1;6;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS1 Industrie;C5 autres produits industriels;CH Métallurgie et fabrication de produits métalliques;25 Fabrication de produits métalliques, à l'exception des machines et des équipements;2562B Mécanique industrielle;28;23;76;2815;200023414;76377;2562B;2;31;2;31;2;35;2;23;2;22;2;30;2;38;2;33;2;38;3;55;3;56;3;63;3;60;2;56;2;47;2;48;2;51
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS1 Industrie;C3 Equipements électriques, électroniques, informatiques;CI Fabrication de produits informatiques, électroniques et optiques;26 Fabrication de produits informatiques, électroniques et optiques;2630Z Fabrication d'équipements de communication;28;23;76;2815;200023414;76377;2630Z;1;23;1;26;1;26;1;27;1;26;1;29;1;29;1;29;1;32;1;36;1;38;1;40;1;40;1;42;1;42;1;42;1;42
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4332B Travaux de menuiserie métallique et serrurerie;28;23;76;2815;200023414;76377;4332B;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;5;1;6;1;7;1;7
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4399D Autres travaux spécialisés de construction;28;23;76;2815;200023414;76377;4399D;;;;;;;;;;;;;;;1;0;;;;;;;;;1;2;1;2;2;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4619B Autres intermédiaires du commerce en produits divers;28;23;76;2815;200023414;76377;4619B;1;2;1;2;2;3;1;2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4643Z Commerce de gros d'appareils électroménagers;28;23;76;2815;200023414;76377;4643Z;1;6;1;5;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4666Z Commerce de gros d'autres machines et équipements de bureau;28;23;76;2815;200023414;76377;4666Z;1;23;1;25;1;23;1;21;1;22;1;21;1;21;1;19;1;22;1;23;1;26;1;25;1;33;1;32;1;32;1;28;1;26
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4690Z Commerce de gros (commerce interentreprises) non spécialisé;28;23;76;2815;200023414;76377;4690Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4711B Commerce d'alimentation générale;28;23;76;2815;200023414;76377;4711B;;;;;;;;;;;;;;;;;;;1;2;1;7;1;3;1;3;1;3;2;4;2;5;2;4
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4759B Commerce de détail d'autres équipements du foyer;28;23;76;2815;200023414;76377;4759B;1;6;1;10;1;9;1;9;1;9;1;9;1;9;1;9;1;9;1;9;1;9;1;10;1;12;1;11;1;11;1;10;1;9
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4774Z Comm. détail d'articles médicaux & orthopédiques en magasin spéc.;28;23;76;2815;200023414;76377;4774Z;1;7;1;7;1;8;1;8;1;8;1;7;1;8;1;8;1;7;1;7;1;9;1;10;1;10;1;12;1;11;1;13;1;12
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4799B Vente par automate, aut. com. dét. hors mag., éventaire ou marché;28;23;76;2815;200023414;76377;4799B;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;1;2;2;6;2;8
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;49 Transports terrestres et transport par conduites;4941A Transports routiers de fret interurbains;28;23;76;2815;200023414;76377;4941A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;15;1;19;1;16
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;49 Transports terrestres et transport par conduites;4941B Transports routiers de fret de proximité;28;23;76;2815;200023414;76377;4941B;;;;;;;1;1;1;3;;;2;19;1;7;1;5;1;5;1;5;1;5;1;4;1;4;1;5;1;5;1;5
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;49 Transports terrestres et transport par conduites;4950Z Transports par conduites;28;23;76;2815;200023414;76377;4950Z;1;6;1;6;1;6;1;8;1;8;1;6;1;7;1;7;1;4;1;5;1;1;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;52 Entreposage et services auxiliaires des transports;5229B Affrètement et organisation des transports;28;23;76;2815;200023414;76377;5229B;;;;;1;13;1;14;1;17;1;15;1;14;1;14;1;14;1;13;1;16;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5610C Restauration de type rapide;28;23;76;2815;200023414;76377;5610C;;;;;1;3;1;3;1;3;1;4;2;3;2;13;2;13;2;12;2;11;1;9;1;7;2;6;2;4;2;6;3;7
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;JZ Information et communication;JA Edition et audiovisuel;"59 Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";5911C Production de films pour le cinéma;28;23;76;2815;200023414;76377;5911C;;;;;;;;;;;;;;;;;;;;;1;0;1;1;;;1;0;1;0;1;0;1;0
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;JZ Information et communication;JB Télécommunications;61 Télécommunications;6190Z Autres activités de télécommunication;28;23;76;2815;200023414;76377;6190Z;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;11;1;11;1;10;1;9
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;64 Activités des services financiers, hors assurance et caisses de retraite;6420Z Activités des sociétés holding;28;23;76;2815;200023414;76377;6420Z;1;2;1;2;1;2;1;3;2;4;1;1;2;2;2;2;2;1;2;4;2;3;3;5;4;5;4;5;4;13;5;10;4;7
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;65 Assurance;6512Z Autres assurances;28;23;76;2815;200023414;76377;6512Z;;;;;2;167;2;175;2;188;2;181;2;169;2;172;2;155;2;138;2;130;3;465;3;706;3;708;5;730;4;762;4;749
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;66 Activités auxiliaires de services financiers et d'assurance;6619A Supports juridiques de gestion de patrimoine mobilier;28;23;76;2815;200023414;76377;6619A;1;0;;;;;;;;;;;;;;;2;1;2;1;2;1;2;1;1;1;2;2;2;2;2;2;2;3
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;66 Activités auxiliaires de services financiers et d'assurance;6622Z Activités des agents et courtiers d'assurances;28;23;76;2815;200023414;76377;6622Z;;;;;;;;;1;2;1;1;2;3;2;4;2;4;2;5;2;7;2;7;2;8;3;17;5;24;5;22;5;21
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6810Z Activités des marchands de biens immobiliers;28;23;76;2815;200023414;76377;6810Z;;;;;;;;;;;;;1;1;1;2;1;1;1;2;1;3;1;3;1;3;1;4;1;3;1;3;2;3
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6831Z Agences immobilières;28;23;76;2815;200023414;76377;6831Z;1;4;1;5;1;4;1;3;2;4;1;4;2;6;2;5;2;4;2;4;2;3;3;4;3;8;3;10;4;19;4;20;4;20
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;77 Activités de location et location-bail;7729Z Location et location-bail autres biens personnels et domestiques;28;23;76;2815;200023414;76377;7729Z;3;93;2;97;2;111;2;113;2;112;2;113;2;116;2;116;2;126;3;132;3;134;4;142;4;137;4;142;3;143;3;134;2;119
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;78 Activités liées à l'emploi;7830Z Autre mise à disposition de ressources humaines;28;23;76;2815;200023414;76377;7830Z;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;2;3
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8299Z Autres activités de soutien aux entreprises n.c.a.;28;23;76;2815;200023414;76377;8299Z;1;1;1;1;1;1;1;1;;;;;;;;;1;8;1;5;1;7;;;;;;;1;1;1;2;2;78
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8621Z Activité des médecins généralistes;28;23;76;2815;200023414;76377;8621Z;;;;;;;;;;;;;;;;;1;2;1;2;1;3;1;3;1;3;1;3;1;3;1;3;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8690E Activité profess. rééducation appareillage & pédicures-podologues;28;23;76;2815;200023414;76377;8690E;;;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8690F Activités de santé humaine non classées ailleurs;28;23;76;2815;200023414;76377;8690F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;88 Action sociale sans hébergement;8810A Aide à domicile;28;23;76;2815;200023414;76377;8810A;1;51;1;51;1;46;1;40;1;37;1;36;1;35;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;92 Organisation de jeux de hasard et d'argent;9200Z Organisation de jeux de hasard et d'argent;28;23;76;2815;200023414;76377;9200Z;1;24;1;24;1;26;1;27;1;25;1;24;1;24;1;20;1;21;1;21;1;20;1;21;1;20;1;21;1;17;1;17;1;8
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;93 Activités sportives, récréatives et de loisirs;9312Z Activités de clubs de sports;28;23;76;2815;200023414;76377;9312Z;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;2;3;2;3;2;3;1;2;2;4;1;2;2;3;2;3;3;5
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Isneauville;76377 Isneauville;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;93 Activités sportives, récréatives et de loisirs;9329Z Autres activités récréatives et de loisirs;28;23;76;2815;200023414;76377;9329Z;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;2;1;5;1;5;1;4
